data_collector|person_id|height|head.height|head.circumference|arm.span|floor.navel|units|writing|eye|eye.color|swinging|age|gender|quality|minutes|ethnicity|notes|hand.length|hand.width|hand.elbow|elbow.armpit|arm.reach|foot.length|floor.kneepit|floor.hip|floor.armpit|my.units|my.ethnicity|my.gender|new.units|my.eye|my.writing|my.swinging|my.eye.color
6734f5f4f223d589dc4ff361a310c155|13e647076a48ced264cd8452175c2e15|145|18.8|55.3|141.7|86.4|cm|right|right|blue|right|87|female|7|35|white|3 initial measurements had to be re-measured|17|16.1|40|30|53|22|41|88.2|117|cm|w|f|cm|r|r|r|bl
6734f5f4f223d589dc4ff361a310c155|1088af35708a5b36f1d4e2bb37acdcb7|181|24.3|58.5|176|112.5|cm|right|right|blue|left|30|male|8|36|white|2 initial measurements had to be re-measured|18.3|18.2|46.4|57.6|70.5|25|52|104.5|144.5|cm|w|m|cm|r|r|l|bl
6734f5f4f223d589dc4ff361a310c155|e28999163456cff48b783a89fad8c6d9|152.6|18.3|54.7|159.6|91.3|cm|right|right|blue|left|60|female|10|40|white|NA|17.2|17.8|38|21.7|56|23|42|89.5|117.8|cm|w|f|cm|r|r|l|bl
6734f5f4f223d589dc4ff361a310c155|09933344d53a61bf9ad3fbe844e173c8|169.5|21|56|165|105.4|cm|right|right|brown|right|20|female|10|30|laotian|NA|18.5|19.9|44.4|28|64|23.6|47|103.4|128|cm|lao|f|cm|r|r|r|br
6734f5f4f223d589dc4ff361a310c155|8643d013d64405966b262a0280c0b197|164.9|19.1|57.2|151.9|96|cm|left|left|green|left|47|female|8|30|white|2 initial measurements had to be re-measured|17.3|17.5|41.8|23.5|67|21.9|44.1|99.5|126|cm|w|f|cm|l|l|l|gr
6734f5f4f223d589dc4ff361a310c155|c0e88abe6a0ab110f0f201685c0bd185|153.6|22.2|64|161.1|95.8|cm|right|right|brown|left|22|female|10|30|african american|NA|18.2|19.4|43.4|29.6|60|23.6|45.4|92.4|123.2|cm|b|f|cm|r|r|l|br
6734f5f4f223d589dc4ff361a310c155|5b31d7eefd327c5296826021dd9a4c56|177.8|20.5|59.3|182.8|104|cm|right|left|blue|left|26|male|8|14|white|2 initial measurements had to be re-measured|19|23|47.1|33.5|66.1|26.2|45|102.4|141.5|cm|w|m|cm|l|r|l|bl
6734f5f4f223d589dc4ff361a310c155|bc679a3aec3b015b11b5c33673d58a31|168.3|22.2|58.6|165.7|102|cm|left|right|blue|left|27|female|8|10|white|2 initial measurements had to be re-measured|17.4|18.5|44.3|27|65.1|23.8|44.8|95.5|130|cm|w|f|cm|r|l|l|bl
6734f5f4f223d589dc4ff361a310c155|5ae2cd142c4d754f9cf52879c9df4fc0|170.1|22.5|57.7|168.6|101|cm|right|left|blue|left|26|male|10|22|white|NA|17.3|19.5|44.4|24|65|21|45.9|100.8|130.4|cm|w|m|cm|l|r|l|bl
6734f5f4f223d589dc4ff361a310c155|112c745f06b882dc111506a76e90a206|151.6|19.9|55.1|156|94|cm|right|right|blue|left|61|female|10|16|white|NA|16|18|39.7|23.5|56|22.3|42|96|119|cm|w|f|cm|r|r|l|bl
fd36e2b3ec59dbd996587454cbb59725|789951a2bbfbf299b0822cc8452f236f|177.165|23.495|56.515|184.15|104.775|inches|right|right|blue/green|right|38|male|9|32|white|has some native american|19.3675|21.9075|48.26|24.765|228.6|28.575|48.26|104.775|147.32|in|w|m|cm|r|r|r|bl-gr
fd36e2b3ec59dbd996587454cbb59725|e4a78a4c43790b174d1132cc72ff8829|113.665|16.51|49.53|109.5375|65.7225|inches|left|right|blue|left|5|female|9|15|white|Very good subject to measure|12.3825|13.97|28.575|18.415|137.16|15.875|32.7025|65.405|88.9|in|w|f|cm|r|l|l|bl
fd36e2b3ec59dbd996587454cbb59725|02fd0c9a5c0a52e64e487541c668dbb8|121.285|17.78|48.895|117.475|70.1675|inches|right|left|brown|right|7|female|8|17|white|a bit wiggly|13.335|14.9225|31.75|21.59|146.05|18.415|31.75|69.215|90.17|in|w|f|cm|l|r|r|br
fd36e2b3ec59dbd996587454cbb59725|9f719255d46dd8b9b07935d891dc5295|181.61|23.495|59.69|182.245|108.2675|inches|right|left|hazel|right|36|male|9|20|white|NA|20.0025|22.86|48.895|31.115|221.615|26.67|50.4825|108.2675|144.78|in|w|m|cm|l|r|r|ha
fd36e2b3ec59dbd996587454cbb59725|06101d4bde60d0ea415206d4ba04572c|161.29|22.86|54.61|160.655|97.79|inches|left|right|green|left|36|female|9|15|white|has some native american|17.4625|19.05|41.91|29.21|204.47|22.5425|43.18|97.155|131.445|in|w|f|cm|r|l|l|gr
fd36e2b3ec59dbd996587454cbb59725|7a0dee5e063bbcbcd68e6e60eb0d8ac2|114.3|15.24|50.8|115.8875|65.0875|inches|right|right|hazel|left|6|female|10|12|white|person doing measurements was very accurate|12.7|13.6525|30.7975|22.86|143.8275|19.05|30.48|67.6275|90.17|in|w|f|cm|r|r|l|ha
fd36e2b3ec59dbd996587454cbb59725|993be15b8f3ea1fb344718d12c4073fc|155.2575|19.05|55.5625|154.6225|91.44|inches|right|left|brown|right|11|female|10|12|white|person doing measurements was very accurate|18.415|17.93875|40.9575|28.41625|187.325|23.8125|49.2125|92.71|125.73|in|w|f|cm|l|r|r|br
fd36e2b3ec59dbd996587454cbb59725|ac11025453a44a174b69354845b985d5|166.6875|21.9075|56.1975|167.3225|93.345|inches|right|left|brown|right|35|female|10|14|white|person doing measurements was very accurate|18.25625|21.59|43.65625|30.7975|192.405|24.765|44.7675|95.25|138.43|in|w|f|cm|l|r|r|br
fd36e2b3ec59dbd996587454cbb59725|21a0357f2ca81fcfc9e5502e6ba4c5de|157.48|22.225|55.88|157.48|93.98|inches|right|right|blue|right|52|female|7|22|white|subject had been drinking before taking measurements|16.51|19.20875|43.18|29.21|200.66|22.86|42.545|92.71|127|in|w|f|cm|r|r|r|bl
fd36e2b3ec59dbd996587454cbb59725|08982a644b08fcabe920861dcf638039|179.07|23.1775|58.1025|183.1975|103.505|inches|right|right|green|right|59|male|9|15|white|NA|20.32|21.2725|48.5775|31.75|224.79|26.035|50.165|107.315|146.685|in|w|m|cm|r|r|r|gr
fd36e2b3ec59dbd996587454cbb59725|7aa407c589c49ea3aa49224367f9aad8|158.115|22.225|56.8325|160.655|95.885|inches|right|left|blue|right|57|female|9|15|white|has some native american|17.145|20.32|42.8625|29.21|200.66|24.13|43.18|95.25|132.715|in|w|f|cm|l|r|r|bl
c51267de031fb6d879a8abf25d260269|1c2408654ef5a2fe1fc962088312266c|178|21|59|176|98.5|cm|right|right|blue|left|47|male|10|23|white|possible ancestry may include: scottish, wea native american|19.5|22|45|30|225.5|26.5|43.5|94|136|cm|w|m|cm|r|r|l|bl
c51267de031fb6d879a8abf25d260269|9b2cfcfa9664443aaa0a5cf1333c7244|181.61|20.32|58|218.44|109|cm|right|right|brown|right|22|male|10|15|white|data collector|17.78|22.86|46.228|29|152.4|25.4|45.72|99.06|135.9|cm|w|m|cm|r|r|r|br
c51267de031fb6d879a8abf25d260269|c45839f19cbf1437468598076cb11a1c|175.4|19.6|56|211|105.3|cm|right|right|brown|right|23|male|8|20|white|australian ancestry|17|22.1|44.6|28|147.4|24|44|95.7|131.2|cm|w|m|cm|r|r|r|br
c51267de031fb6d879a8abf25d260269|5416d60fcbda9d702ccbcee046a3e7cb|161|18|51|193|96.5|cm|right|right|green|right|20|female|7|15|white|australian ancestry|16|20|41|26|135|22.5|40.5|88|120|cm|w|f|cm|r|r|r|gr
c51267de031fb6d879a8abf25d260269|2420e28d6dd40f144e4484b856092628|165|18.5|53|198.5|99|cm|right|right|brown|right|52|female|7|20|white|NA|16|21|42|26|138|23|41.5|90|123|cm|w|f|cm|r|r|r|br
c51267de031fb6d879a8abf25d260269|b4216eec77f3aaf926d1b6a1e1512c8e|186|21|59|224|112|cm|right|right|brown|right|61|male|8|12|white|italian ancestry|18|23|47|30|156|26|47|101|139|cm|w|m|cm|r|r|r|br
c51267de031fb6d879a8abf25d260269|516c55f4541512c4672db44137aae2c8|184|20.5|59|221|110|cm|right|right|brown|right|25|male|5|10|white|NA|18|23|47|29|154|26|46|100|138|cm|w|m|cm|r|r|r|br
c51267de031fb6d879a8abf25d260269|7b85f0f72fa8b6276a307492ba804025|159|18|52|195|97|cm|left|both|blue|left|23|female|5|15|hispanic|NA|16|20|41|26|136|23|41|89|122|cm|h|f|cm|b|l|l|bl
c51267de031fb6d879a8abf25d260269|2bb88f446d3a78151df3ae67ad006e10|185.5|21|59|223|111|cm|right|right|brown|left|26|male|6|10|white|NA|18|23|47|30|156|26|47|101|139|cm|w|m|cm|r|r|l|br
c51267de031fb6d879a8abf25d260269|5a4bb89464c07cc514e9f08ac6190e71|185|21|61|224|111|cm|right|right|brown|right|22|male|7|10|white|NA|18|23|48|30|157|26|47|102|139|cm|w|m|cm|r|r|r|br
5a2f371a934f22dffcf1e994cb6eca40|3edc9028bcaab791b8790713cf82d280|183|23|58|183|109|cm|right|left|hazel|right|21|male|10|24.5|caucasian|german, norwegian, english|19.5|21|40.5|25.5|226|28|46.5|106|137|cm|w|m|cm|l|r|r|ha
5a2f371a934f22dffcf1e994cb6eca40|04b2eeaf9dcd75f5fcaeec08f76603f2|166.5|20.5|53.5|164|99|cm|right|right|blue|right|20|female|10|10|white|german, norwegian|18|19|40.5|25.5|205.5|23|44|100.5|136|cm|w|f|cm|r|r|r|bl
5a2f371a934f22dffcf1e994cb6eca40|c775bb281e5479508ec125fa644ff065|157.5|23|55|160|90|cm|right|brown|left|right|23|male|10|9|chinese|NA|18|18|39.5|19.5|199.5|23|39.5|82|121.5|cm|c|m|cm|NA|r|r|NA
5a2f371a934f22dffcf1e994cb6eca40|5d0a00a4553a324b9f14f2eb6820ada4|171.5|22|53|65|107|cm|right|right|brown|right|21|male|5|30|asian|NA|9|10|30|23|234|20|43|104|139|cm|a|m|cm|r|r|r|br
5a2f371a934f22dffcf1e994cb6eca40|c7e8ec1734c9626546d613ca12f9dc57|178|23|59|171|101|cm|right|right|blue|right|54|male|9|9|anglo|english|20|23|23.5|16|224|27|49|101|130|cm|w|m|cm|r|r|r|bl
5a2f371a934f22dffcf1e994cb6eca40|cff864eff9ec76edf5a6606be92b33b5|168|20|56|166|99|cm|right|right|hazel|right|61|female|9|11|caucasian|german, norwegian|19|21|41|24|208|25.5|45|102|128|cm|w|f|cm|r|r|r|ha
5a2f371a934f22dffcf1e994cb6eca40|19e7e29d12d3eec6776a993acdfca999|170|27|56|174|99|cm|right|left|green|right|20|female|7|20|caucasian|NA|17.5|20|45|21|210|24|42|94|130|cm|w|f|cm|l|r|r|gr
5a2f371a934f22dffcf1e994cb6eca40|35d830aeb7087089a94bd6f4c2119268|178|24|58|180.5|104|cm|left|left|green|right|22|male|10|15.5|caucasian|norwegian|18.5|21.5|44.5|29|223.5|26|49|100.5|137|cm|w|m|cm|l|l|r|gr
5a2f371a934f22dffcf1e994cb6eca40|df2f92f65e0119382722048c0fe1aaa9|183|25|23|162|108|cm|right|right|green|right|23|male|8|20|caucasian|NA|21|10|47|71|243|29|56|103|141|cm|w|m|cm|r|r|r|gr
5a2f371a934f22dffcf1e994cb6eca40|5f5158f2a21600d2670ce6c262276efd|175|27|56|75|103|cm|right|left|blue|right|25|male|8|20|caucasian|NA|16|10|43.5|30|120|25|51|92|139|cm|w|m|cm|l|r|r|bl
5a2f371a934f22dffcf1e994cb6eca40|4fd772e96e520d598a2d08d5eea733cf|161|21|52|61.5|97|cm|right|right|blue|right|57|female|9|45|caucasian|german|16|10|37.5|23|77.5|13.5|42|85|124.5|cm|w|f|cm|r|r|r|bl
5a2f371a934f22dffcf1e994cb6eca40|a7ca986d375e45fe72aa5b043c0d207e|185|24|57|192|109|cm|right|left|blue|right|57|male|9|45|caucasian|norwegian|21|11|44|30|237.5|28.5|53|113|144|cm|w|m|cm|l|r|r|bl
253a0d24ddff7cbe1b9f621870d9d198|ac56ebdc4dda8269a4a2b52a1d6c7850|175.26|24.13|58.928|179.705|97.79|inches|right|left|blue|right|35|M|10|15|White Non-Hispanic|Possible ancestry may include: German, Swiss, Norwegian and English|19.685|21.082|28.575|30.48|219.075|25.4|45.72|93.98|132.08|in|w|m|cm|l|r|r|bl
253a0d24ddff7cbe1b9f621870d9d198|4303a33a7da3801b36dcde6ff75b6b16|160.02|NA|57.15|157.48|NA|inches|right|right|blue|right|32|F|10|2|White Non-Hispanic|Possible ancestry may include: Dutch and Eglish|17.145|19.05|NA|NA|NA|NA|NA|NA|NA|in|w|f|cm|r|r|r|bl
253a0d24ddff7cbe1b9f621870d9d198|eeead4ca1f5a37e4021d64295eb831e6|107.95|NA|52.07|104.14|NA|inches|right|right|blue|right|4|M|9|3|White Non-Hispanic|Possible ancestry may include: German, Swiss, Dutch, Norwegian and Eglish|12.065|13.97|NA|NA|NA|NA|NA|NA|NA|in|w|m|cm|r|r|r|bl
253a0d24ddff7cbe1b9f621870d9d198|dabc021b0e03bcadbd60c3795dd8dc3b|85.09|NA|49.53|80.01|NA|inches|both|NA|blue|both|1|F|6|10|White Non-Hispanic|Possible ancestry may include: German, Swiss, Dutch, Norwegian and Eglish|9.525|11.43|NA|NA|NA|NA|NA|NA|NA|in|w|f|cm|NA|b|b|bl
253a0d24ddff7cbe1b9f621870d9d198|cf4e88b3cd3bcfeb43df3f865747af57|160.02|NA|55.88|160.02|NA|inches|right|left|hazel|right|63|F|10|3|White Non-Hispanic|Possible ancestry may include: Norwegian and Eglish|16.51|17.78|NA|NA|NA|NA|NA|NA|NA|in|w|f|cm|l|r|r|ha
253a0d24ddff7cbe1b9f621870d9d198|0b36178aaf339b27b19d5f38e97d97ae|175.26|NA|61.468|167.64|NA|inches|left|right|blue|left|68|M|10|3|White Non-Hispanic|Possible ancestry may include: German, Swiss and Eglish|17.78|21.59|NA|NA|NA|NA|NA|NA|NA|in|w|m|cm|r|l|l|bl
253a0d24ddff7cbe1b9f621870d9d198|be3732e06f96f48a9f6b4aefbc026d42|165.1|NA|58.42|166.37|NA|inches|right|left|blue|right|34|F|10|2|White Non-Hispanic|Possible ancestry may include: German, Swiss, Norwegian and English|17.145|20.32|NA|NA|NA|NA|NA|NA|NA|in|w|f|cm|l|r|r|bl
253a0d24ddff7cbe1b9f621870d9d198|10bcf9fc27bfb07ff4309230b6e1fd16|165.1|NA|57.15|161.925|NA|inches|left|left|brown|right|46|M|10|2|White Non-Hispanic|Possible ancestry may include: Greek and English|17.78|20.955|NA|NA|NA|NA|NA|NA|NA|in|w|m|cm|l|l|r|br
253a0d24ddff7cbe1b9f621870d9d198|bfb025246aab6d98222153d7cf51fdeb|157.48|NA|54.61|162.56|NA|inches|right|right|blue|right|84|F|10|4|White Non-Hispanic|Possible ancestry may include: Norwegian|16.51|18.415|NA|NA|NA|NA|NA|NA|NA|in|w|f|cm|r|r|r|bl
253a0d24ddff7cbe1b9f621870d9d198|1018deacd9ac4ed7b69c8d393c553459|182.88|NA|59.055|185.42|NA|inches|right|right|blue|right|88|M|10|4|White Non-Hispanic|Possible ancestry may include: English|19.05|20.955|NA|NA|NA|NA|NA|NA|NA|in|w|m|cm|r|r|r|bl
feaa341d33cedb0f4f7ec731c84e5ba9|be2c146782bc42ee8a28929e2caae9ba|175.26|23.495|58.42|180.975|99.06|cm|right|left|blue|right|21|male|9|19|white|Of Scandinavian Descent|18.7|20.1|45.72|67.31|72.39|24.13|48.26|96.52|132.08|cm|w|m|cm|l|r|r|bl
feaa341d33cedb0f4f7ec731c84e5ba9|852e3c313e43b1ae48f3d6bb0a6469d3|165.1|21.59|53.34|162.56|92|cm|right|right|green|right|21|female|8|12|white|Of Scandinavian Ancestry|16.51|12.7|40.005|26.67|62.23|22.86|45.72|101.6|124.46|cm|w|f|cm|r|r|r|gr
feaa341d33cedb0f4f7ec731c84e5ba9|150f21419f5bb180fd931e2fa8640a70|177.8|24.765|58.42|187.96|98|cm|right|right|brown|right|21|male|8|15|white|Welsch Ancestry|19.685|12.7|46.35|26.035|72.39|27.94|49.53|98.425|138.43|cm|w|m|cm|r|r|r|br
feaa341d33cedb0f4f7ec731c84e5ba9|5a0e79f26da0d6937694d62980dac541|NA|22.86|58.42|NA|NA|cm|right|right|blue|right|21|male|9|5|white|German/Scandinavian Ancestry|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|w|m|cm|r|r|r|bl
feaa341d33cedb0f4f7ec731c84e5ba9|4bcd32980897662118a17b3483179e82|NA|27.94|55.88|NA|NA|cm|right|right|brown|right|45|female|7|6|white|greman/swedish descent|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|w|f|cm|r|r|r|br
feaa341d33cedb0f4f7ec731c84e5ba9|0ab2282a9d538094dbe633278574cec9|NA|23.495|58.42|NA|NA|cm|right|left|brown|right|38|female|9|5|white|English/Irish|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|w|f|cm|l|r|r|br
feaa341d33cedb0f4f7ec731c84e5ba9|628888963c3e9ac15557b4f124de3a6b|NA|22.225|60.325|NA|NA|cm|right|right|brown|right|41|female|10|4|white|french/german|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|w|f|cm|r|r|r|br
feaa341d33cedb0f4f7ec731c84e5ba9|8c19a02ee368d50c1c2e96dca464fcbe|NA|27.94|60.96|NA|NA|cm|right|right|brown|right|45|male|8|8|white|danish/irish descent|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|w|m|cm|r|r|r|br
feaa341d33cedb0f4f7ec731c84e5ba9|71ee1c0873b63a167886a23c02202a18|NA|23.495|62.23|NA|NA|cm|right|right|green|right|21|male|9|3|white|german descent|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|w|m|cm|r|r|r|gr
feaa341d33cedb0f4f7ec731c84e5ba9|942c9d534c5e455b46f5b337ae1311d9|NA|26.416|52.07|NA|NA|cm|right|left|brown|right|21|female|8|5|hispanic|peruvian/caucasian descent|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|h|f|cm|l|r|r|br
4258362c2bb0d1f95b05ba2bb2e71be9|cee86ca062c513efc86eb507151fbc09|187.96|23.495|NA|196.85|NA|cm|Right|Left|Brown|Left|46|M|7|20|White|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|w|m|cm|l|r|l|br
4258362c2bb0d1f95b05ba2bb2e71be9|4733a44073c81970cccbca6e1ede188b|161.29|20.32|NA|158.75|NA|cm|Left|Right|Brown|Right|44|F|7|23|Japanese|Also white|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|j|f|cm|r|l|r|br
4258362c2bb0d1f95b05ba2bb2e71be9|719fe28004fcdd81a820602924aa8074|147.32|21.59|NA|150.495|NA|cm|Left|Right|Blue|Right|17|F|6|19|Japanese|Also white|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|j|f|cm|r|l|r|bl
4258362c2bb0d1f95b05ba2bb2e71be9|61409aa1fd47d4a5332de23cbf59a36f|142.875|21.59|NA|147.32|NA|cm|Right|Left|Brown|Left|14|M|6|20|White|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|w|m|cm|l|r|l|br
4258362c2bb0d1f95b05ba2bb2e71be9|52e10d8b23b93b7467296125130aafa7|132.715|21.59|NA|134.62|NA|cm|Right|Left|Brown|Left|12|M|6|25|White|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|w|m|cm|l|r|l|br
4258362c2bb0d1f95b05ba2bb2e71be9|3a368818b7341d48660e8dd6c5a77dbe|157.48|21.59|NA|133.35|NA|cm|Right|Left|Brown|Left|11|M|6|22|White|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|cm|w|m|cm|l|r|l|br
4258362c2bb0d1f95b05ba2bb2e71be9|cec2224cf8ca637f45a720078b70d4d9|NA|21|NA|171|NA|cm|Left|Right|Brown|Right|27|M|7|40|White|Measurements taken during service shift|18.5|21.5|40.5|NA|218|28|50|NA|135|cm|w|m|cm|r|l|r|br
4258362c2bb0d1f95b05ba2bb2e71be9|4ed967320b733539bfd50c51a5d4748a|NA|23|NA|172|NA|cm|Left|Left|Brown|Right|41|M|7|45|Native American|Measurements taken during service shift|19.5|24|49.5|NA|230|29|54|NA|143|cm|nat|m|cm|l|l|r|br
4258362c2bb0d1f95b05ba2bb2e71be9|e6ac6d290a0f25518ae5f1632ba68bfc|147.32|22.86|NA|NA|NA|cm|Left|Right|Brown|Left|27|F|7|22|Filipino|NA|13.97|15.25|35.56|20.32|177.8|21.59|38.1|78.74|111.76|cm|f|f|cm|r|l|l|br
4258362c2bb0d1f95b05ba2bb2e71be9|5052688170956343ecf8371c9921c6be|180.5|21.5|60|179|107.5|cm|Right|Left|Brown|Left|26|M|9|15|White|NA|18.5|21.5|46|25.5|165|26.5|43|98.5|149|cm|w|m|cm|l|r|l|br
97249628ae0697882b877e4aa7342d7b|ba092f0aca4ee5d510274c706a8f336a|180.3|25.4|55.9|167.6|141|cm|right|left|blue|right|21|male|9|10|white|oldest son of 1b83d5da74032b6a750ef12210642eea and 55195b6de48e7e8dcd54f70cad56d8d3|18.5|NA|48.3|28.6|66.7|24.8|53.3|NA|141|cm|w|m|cm|l|r|r|bl
97249628ae0697882b877e4aa7342d7b|6e49f3355a5580b63869548e9dae7504|163.8|22.9|57.2|147.5|123.2|cm|right|left|blue|right|20|male|9|10|white|Middle son of 1b83d5da74032b6a750ef12210642eea and 55195b6de48e7e8dcd54f70cad56d8d3|17.8|NA|43.2|24.8|61.6|25.4|45.1|NA|124.5|cm|w|m|cm|l|r|r|bl
97249628ae0697882b877e4aa7342d7b|af0bc706fca5c47970afe73c144fe6fd|180.3|24.1|59.7|163.5|139.7|cm|left|right|blue|right|18|male|8|10|white|Youngest son of 1b83d5da74032b6a750ef12210642eea and 55195b6de48e7e8dcd54f70cad56d8d3|19.1|NA|47|26.7|62.9|30.5|48.9|NA|139.7|cm|w|m|cm|r|l|r|bl
97249628ae0697882b877e4aa7342d7b|55195b6de48e7e8dcd54f70cad56d8d3|159|22.9|54.6|142.3|123.2|cm|right|right|blue|right|43|female|8|10|white|Mother of ba092f0aca4ee5d510274c706a8f336a, 6e49f3355a5580b63869548e9dae7504, and af0bc706fca5c47970afe73c144fe6fd|17.1|NA|42.5|22.9|61|24.1|41.9|NA|123.2|cm|w|f|cm|r|r|r|bl
97249628ae0697882b877e4aa7342d7b|1b83d5da74032b6a750ef12210642eea|181|25.4|60.3|165|151.1|cm|right|left|blue|right|47|male|8|10|white|Father of ba092f0aca4ee5d510274c706a8f336a, 6e49f3355a5580b63869548e9dae7504and af0bc706fca5c47970afe73c144fe6fd|19.7|NA|49.5|25.4|67.9|27.3|55.2|NA|149.9|cm|w|m|cm|l|r|r|bl
5770652f70c497804729efd7db532dbb|24dbc2b917472b089a5052b23f11f30f|190|24|58|173|143|cm|right|right|blue|right|27|male|6|10|white|Gathered from online friend|21.5|NA|48|29|NA|30|50|NA|143|cm|w|m|cm|r|r|r|bl
b8608eb659a59aee98811f385a481369|d52e32f3a96a64786814ae9b5279fbe5|191.1|26.7|56.5|175.5|150.5|cm|right|right|hazel|right|24|male|7|10|white|Gathered from online friend|19.7|NA|50.5|32.7|NA|27.3|47.8|NA|150.5|cm|w|m|cm|r|r|r|ha
2c5b39a808b670a7b171c60720597672|61409aa1fd47d4a5332de23cbf59a36f|180|29.5|59|171|140|cm|right|right|brown|right|23|male|9|11|Filipino|Gathered from online friend|19|NA|52|32.5|66|26|51|NA|140|cm|f|m|cm|r|r|r|br
92241329bed9cbd825f3e7a67df61906|72d709db357443b9548b485ac9ce705f|169|24|58|158|132.5|cm|right|right|brown|right|24|male|8|14|white|Gathered from online friend|18|NA|46|26|59|24.5|47|NA|132.5|cm|w|m|cm|r|r|r|br
7a0711c2991c4e57e47cfe6fd66a684a|b41832a538fcecc97fcf2bb2fa341429|178|29|57|168|126.5|cm|right|right|green|right|24|male|8|16|white|Gathered from online friend|17.5|NA|44|29|64.5|25.5|44.5|NA|126.5|cm|w|m|cm|r|r|r|gr
5a96f81207a7a619ea2574c7e86cda93|cdfdf4d1cb331c85c789c7401a88d6b3|143.5|22|56|165|103.5|cm|right|left|hazel|right|24|female|10|12|caucasian|possible ancestry may include: Italian, Irish, and Scottish|17|19.5|38|27|209|24|45|100|126|cm|w|f|cm|l|r|r|ha
5a96f81207a7a619ea2574c7e86cda93|9bca8c56351df29d833cbf3ebcb180a1|177|24|57|175|107|cm|right|left|brown|right|27|male|10|15|caucasian|possible ancestry may include: German and Scottish|19.5|20.5|41|22|214|28|49|102|137.5|cm|w|m|cm|l|r|r|br
5a96f81207a7a619ea2574c7e86cda93|3cc0689caba082b5c2c86af1e653b567|175|21.5|59.5|175|104|cm|right|right|brown|right|17|female|10|13|caucasian|possible ancestry may include: Norwegian, Irish, and mixed European|19.5|19|40|23.5|217|25.5|47|100|134.5|cm|w|f|cm|r|r|r|br
